X	Y
0	79.849
1	78.132
2	78.358
3	77.679
4	77.604
5	78.226
6	78.113
7	79.113
8	78.358
9	78.057
10	78.302
11	78.000
12	77.000
13	76.623
14	76.642
15	76.132
16	76.830
17	77.472
18	77.642
19	78.925
20	77.283
21	78.302
22	76.830
23	77.717
24	76.679
25	77.811
26	77.396
27	77.943
28	77.415
29	78.925
30	77.509
31	78.453
32	79.660
33	80.189
34	78.736
35	79.774
36	79.698
37	80.792
38	79.245
39	80.774
40	81.113
41	81.792
42	81.019
43	83.925
44	85.245
45	85.717
46	87.132
47	91.547
48	97.943
49	105.811
50	116.509
51	132.057
52	148.453
53	163.415
54	179.358
55	193.075
56	203.151
57	207.226
58	207.000
59	198.000
60	172.830
61	139.585
62	120.755
63	110.698
64	105.189
65	99.509
66	98.340
67	99.906
68	101.849
69	103.434
70	111.264
71	121.774
72	133.623
73	144.453
74	152.604
75	158.340
76	156.208
77	142.736
78	118.491
79	93.283
80	79.226
81	76.717
82	76.396
83	74.981
84	74.811
85	76.000
86	75.434
87	74.906
88	73.925
89	74.717
90	74.321
91	74.943
92	75.698
93	75.396
94	76.981
95	74.170
96	76.566
97	76.377
98	77.019
99	77.302
100	77.245
101	78.906
102	81.660
103	83.792
104	86.811
105	89.698
106	93.075
107	95.226
108	96.887
109	98.679
110	97.906
111	95.604
112	93.811
113	89.113
114	84.151
115	80.830
116	76.472
117	73.434
118	72.792
119	73.057
120	73.151
121	72.566
122	73.019
123	72.415
124	72.000
125	72.358
126	72.453
127	72.396
128	72.283
129	73.717
130	73.962
131	76.132
132	77.283
133	78.642
134	81.453
135	80.170
136	79.962
137	79.113
138	78.019
139	75.453
140	72.962
141	71.283
142	69.868
143	70.113
144	69.547
145	69.151
146	69.906
147	69.925
148	68.057
149	69.811
150	69.302
151	68.943
152	69.887
153	69.736
154	68.302
155	68.547
156	70.151
157	67.792
158	68.849
159	68.245
160	68.642
161	68.434
162	69.660
163	68.283
164	67.377
165	68.396
166	67.491
167	67.811
168	66.075
169	68.321
170	65.981
171	67.943
172	69.208
173	67.792
174	68.113
175	67.774
176	66.736
177	67.528
178	68.208
179	66.962
180	68.170
181	68.962
182	66.264
183	68.321
184	68.226
185	67.415
186	66.755
187	68.491
188	68.434
189	67.151
190	67.698
191	66.642
192	67.566
193	68.170
194	66.491
195	68.566
196	67.811
197	67.038
198	66.887
199	66.585
200	67.113
