X	Y
0	84.685
1	81.926
2	82.667
3	82.963
4	83.852
5	82.852
6	84.796
7	83.389
8	83.815
9	82.648
10	81.630
11	82.296
12	83.259
13	81.074
14	81.241
15	81.315
16	81.944
17	82.333
18	82.019
19	81.463
20	82.426
21	82.389
22	80.648
23	83.630
24	82.370
25	83.463
26	82.426
27	83.444
28	83.074
29	82.907
30	81.685
31	82.759
32	83.815
33	82.556
34	83.204
35	84.500
36	84.815
37	83.963
38	84.111
39	83.352
40	85.593
41	85.278
42	85.500
43	85.926
44	87.167
45	88.296
46	87.981
47	89.000
48	89.130
49	89.833
50	91.000
51	93.778
52	96.204
53	99.333
54	104.185
55	110.315
56	118.778
57	128.704
58	141.611
59	155.389
60	168.111
61	178.759
62	188.981
63	195.981
64	198.944
65	200.630
66	196.407
67	185.185
68	158.722
69	115.778
70	87.889
71	85.704
72	86.833
73	88.241
74	88.963
75	92.111
76	95.741
77	101.963
78	109.593
79	119.259
80	130.056
81	139.667
82	147.833
83	153.574
84	158.241
85	154.556
86	145.389
87	123.056
88	94.148
89	81.907
90	80.352
91	79.537
92	79.148
93	78.481
94	79.556
95	78.778
96	77.241
97	78.870
98	76.685
99	79.204
100	78.352
101	78.426
102	78.185
103	78.852
104	77.963
105	79.222
106	77.907
107	78.815
108	77.963
109	77.389
110	77.204
111	77.981
112	78.815
113	77.574
114	79.926
115	81.574
116	81.889
117	83.019
118	81.889
119	83.741
120	82.648
121	80.815
122	79.833
123	79.389
124	78.037
125	76.296
126	75.759
127	73.648
128	75.111
129	73.981
130	75.296
131	75.537
132	75.593
133	73.389
134	74.611
135	74.778
136	74.111
137	74.074
138	74.056
139	73.981
140	75.907
141	76.259
142	77.241
143	76.833
144	78.074
145	77.185
146	77.556
147	75.389
148	76.963
149	74.722
150	73.796
151	73.296
152	74.667
153	73.296
154	73.519
155	72.444
156	71.944
157	72.611
158	72.315
159	73.259
160	72.111
161	70.815
162	71.852
163	72.389
164	72.667
165	72.889
166	71.333
167	72.500
168	73.093
169	72.148
170	72.056
171	72.463
172	71.963
173	71.611
174	72.185
175	71.685
176	71.870
177	72.556
178	72.130
179	72.130
180	71.685
181	72.370
182	72.593
183	72.278
184	71.722
185	72.407
186	71.667
187	71.481
188	71.463
189	71.519
190	72.056
191	71.704
192	71.852
193	72.278
194	72.519
195	73.815
196	72.130
197	70.889
198	70.278
199	70.926
200	71.222
